Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0003062,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-09-18,2017-09-27,fechado,O sistema está trazendo para a tela de baixa de titulo o mesmo cliente filtrado no  relatório.,7.3.0.0,,"Nos relatórios que tem o filtro ""CLIENTE"", quando o usuário filtra um cliente e em seguida pressionar o F9, o sistema trás setado na tela de baixa de titulo  o cliente colocado anteriormente no filtro do relatório."
0003061,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-09-18,2017-09-27,fechado,"Problema nos filtros  ""Grupo, Subgrupo ou Marca"".",7.3.0.0,,"Nos relatórios que tem os filtros ""Grupo, Subgrupo ou Marca"", sempre que o usuário abre o relatório que contenha as três opções ou uma delas, e em seguida consulta um produto através do f7,e em seguida  abre o cadastro do mesmo através do F5, e depois fecha para volta para a tela do relatório, os filtros citados anteriormente ficam inutilizadas."
0003060,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-09-18,2017-09-27,fechado,O campo porcentagem de ICMS da entrada de mercadoria não está funcionando.,7.3.0.0,,"Na tela de entrada de mercadoria, ao colocar um valor no campo porcentagem referente ao ICMS e em seguida pressionar Tab duas vezes o mesmo fica zerado em vez de mostra o valor referente a porcentagem inserida."
0002723,C Projeto SistelWeb,Ronaldo,Isaias,Cadastro de Setor,2016-08-31,2017-09-27,fechado,Criação de cadastro de setores em novo sistema sistel,,,"Criação de cadastro de setores em novo sistema sistel, ver detalhamento em documentação de casos de uso"
0002719,C Projeto SistelWeb,Ronaldo,Isaias,Cadastro de Equipamentos da Empresa,2016-08-31,2017-09-27,fechado,Criação de cadastro de Equipamentos da empresa em novo sistema sistel,,," Criação de cadastro de Equipamentos da empresa em novo sistema sistel, ver detalhes no documento de casos de uso."
0002720,C Projeto SistelWeb,Ronaldo,Isaias,Cadastro de Equipamentos de Clientes,2016-08-31,2017-09-27,fechado,Criação de cadastro de Clientes da empresa em novo sistema sistel,,,"Criação de cadastro de Clientes da empresa em novo sistema sistel, ver detalhes na documentação de casos de uso"
0003043,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Configurações,2017-08-16,2017-09-26,fechado,O sistema não está trazendo o CFOP na venda ao marca as opções “1h) e 1i)” nas permissões de usuários.,7.3.0.0,,"Nas permissões do sistema, na aba estoque se o usuário marcar as opções “1h) e 1i)” o sistema não traz o CFOP na venda."
0003046,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Contas a Receber,2017-08-22,2017-09-25,fechado,Erro ao cancelar uma inclusão de contas a receber.,,,"Na aba conta corrente apos concluir uma inclusão de contas a receber e em seguida clicar em SIM para incluir uma nova, e ao abrir a tela para incluir os dados o usuario desistir e clicar no ""X"" para fechar o sistema exibe a seguinte mensagem de erro.
Could not convert variant of type (Null) into type (String)
O comando não pôde ser executado!
"
0003042,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-07-28,2017-09-23,fechado,O Filtro “Cliente” do relatório “Troca por Período” não está funcionando.,7.3.0.0,,"O Filtro “Cliente” do relatório “Troca por Período” não está funcionando, tanto faz preencher o mesmo como não, não há diferença alguma no relatório."
0003041,C Projeto GPFB,Estan,Ronaldo,[C Projeto GPFB]-[Cat] Relatórios,2017-07-28,2017-09-13,fechado,O sistema está exibindo uma mensagem de erro ao tentar gerar o “Relação de produtos”.,,,"Na tela do relatório de “Relação de produtos” ao marca a opção “Fotos” e filtrar os produtos com saldo “negativo” ou “Igual à”. depois  clicar em confirma.
o sistema exibe a seguinte mensagem de erro.
SQL Error:  Dynamic SQL Error SQL error code = -104 Unexpected end of command - line 1, column 34. Error Code: -104. can't format message 13:896 -- message system code -4 The SQL: Select ARQUIVO_FOTO From EX01PRO Where 
; 
O comando não pôde ser executado!"
0003038,M Projeto GPFB,Ronaldo,Ronaldo,[M Projeto GPFB]-[Cat] Vendas,2017-07-20,2017-09-13,fechado,Criar configuração de impressão resumida local,,,"Criar configuração de impressão resumida local, para evitar erros relatados pela azteca, a impressão do crediário está sendo cortada pela configuração de impressão resumida"
0003049,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2017-08-29,2017-09-08,fechado,"Ao final do cadastro de produtos, relacionar o mesmo com um fornecedor",,,"Ao final do cadastro de produtos, apresentar uma mensagem perguntando se o usuário deseja relacionar o mesmo a um fornecedor, ao selecionar que sim, o sistema deverá a tela correspondente a está função e permitir que o usuário relacione o produto"
0003055,C Projeto GPFB,Estan,Junior,[C Projeto GPFB]-[Cat] Cartões de Crédito,2017-09-01,2017-09-08,fechado,Erro ao alterar um lançamento de cartão.,,,Erro ao alterar um lançamento de cartão.
0003033,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Outras,2017-07-03,2017-09-08,fechado,Exportação de cadastros não identifica última exportação,,,"Quando o sistema realiza a exportação de algum cadastro, ele não mostra a data da última exportação do cadastro, apenas apresenta a mensagem, Nenhuma exportação realizada nesse computador, o sistema deveria, após a exportação, apresentar a mensagem com a data, para evitar isso, pode ser construída uma tabela com o nome ""EXPCADS"" onde existirão os campos CADEXPORTADO, ULTIMOIDEXPOSTADO, DATAEXPORTACAO, PCEXPORTADO

O campo CADEXPORTADO recebe o nome do cadastro que foi exportado
O campo ULTIMOIDEXPOSTADO recebe o código do último registro exportado
O campo DATAEXPORTACAO recebe a data em que ocorreu a exportação
O campo PCEXPORTADO recebe o nome do computador onde ocorreu a exportação

Dessa forma ao abrir a tela de exportação de cadastro o sistema fará uma consulta nessa tabela usando como filtro o cadastro em questão, e apresentará na mesma tela a informação 

O cadastro de <CADEXPORTADO> foi exportado pela última vez em <DATAEXPORTACAO> no computador <PCEXPORTADO>, onde o último registro exportado foi <ULTIMOIDEXPOSTADO>

Assim garantimos ao cliente e ao pessoal do suporte um controle bem melhor para quando questionados pelo cliente"
0003054,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-08-30,2017-08-31,fechado,Erro - diferença entre datas de filtro e datas apresentadas no relatório,7.3.0.0,,"Ao listar o relatório de notas de saídas, o sistema apresenta datas diferentes entre as que foram apresentadas no filtro e as que estão sendo listadas"
0003048,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-08-29,2017-08-31,fechado,Adicionar rotina para preenchimento de CFOP,7.3.0.0,,"Na entrada de mercadoria adicionar rotina para preencher o CFOP dos produtos de acordo com o apresentado nas notas, se por acaso o cfop da nota for 5.102, o do lançamento será 1.102, no caso o dígito que mudará será o primeiro, se ele for 5 na nota será 1 no lançamento, se ele for 6 na nota será 2 no lançamento"
0003032,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2017-07-03,2017-08-31,fechado,Adicionar função de busca na listagem dos produtos da venda/orçamento,7.3.0.0,,"Adicionar função de busca no grid de listagem de produtos lançados no orçamento/venda como existe nas listagens dos cadastros, onde ao pressionar qualquer tecla alfanumérica na tela de listagem dos cadastros ele busca os valores correspondentes nos apresentados no grid"
0003047,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Outras,2017-08-24,2017-08-31,fechado,Aumentar quanidade de dígitos da nota de serviço de transporte,7.3.0.0,,"Aumentar de 6 para 9 os dígitos aceitos no campo de notas de serviço de transportes, menu Movimentação "
0003036,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Contas a Receber,2017-07-17,2017-08-30,fechado,Adicionar nova rotina onde serão salvas o histórico de cada movimentação,7.3.0.0,,"Criar tabela (de nome HISTCRB) conde serão adicionadas as informações referentes a todas as movimentações realizadas com o títulos a receber:

o padrão da tabela consta abaixo:
numero titulo - cod cli - operacao - historico - data hora - usuário

numero título (NUMER): se refere ao código do título gerado na tabela IN01CRB;
cod cli (CDCLI): se refere ao código do cliente existente no registro do título na tabela IN01CRB;
operacao (OPERACAO varchar(200)): referente a operação que estará sendo realizada, serão estas as operações:
►Inclusão;
►Exclusão;
►Alteração de: 
•Valores;
•Datas;
•Cliente;
•Histórico;
•Baixa Total;
•Baixa Parcial;
•Baixa Por Valor;
•Baixa Por Tipo de Documento; e
•Estorno de Baixa.
►Histórico (HISTO): deverá conter as informações presentes no campo HISTO do registro do título da tabela IN01CRB em questão;
►Data Hora (DTOPE): deverá conter a data e hora do momento em que aquela operação estiver sendo realizada; e
►Usuário (NMUSU): deverá conter o nome do usuário que estiver realizando a operação.

Para o campo OPERACAO será seguido o padrão abaixo descrito:

►A informação será composta por:
♦Tipo de operação que está sendo realizada; e 
♦Tela onde está sendo realizada.

Essa informação deverá ser separada por ""|"", logo ela será apresentada da seguinte forma:
Ex.: A operação ""Baixa por valor"" realizada na ""Tela de Baixa de títulos a receber"" ficaria adicionada lá da seguinte forma - ""BAIXAPORVALOR|VALOR:XXXX,XX|FMXXXXXXXXXX"".

Qualquer dúvida entrar em contato com o relator do caso."
0003044,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-08-21,2017-08-24,fechado,Somatório de CFOPs está com diferença do total,7.3.0.0,,"O somatório dos CFOPs do relatório apresentada totalizada ao fim do relatório, apresenta uma diferença do total do relatório"
0003045,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Outras,2017-08-22,2017-08-22,fechado,O sistema não apresenta os dados do produto ao ser selecionado na conferência de pedidos,7.2.9.9,,"O sistema não está apresentando os dados, valor e nome, dos produtos que são selecionados durante o lançamento dos mesmos em uma conferência de pedido"
0003039,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Relatórios,2017-07-27,2017-08-17,fechado,No Relatório de Mapa de Vendas os filtros (Á Vista e Á Prazo) não estão funcionando.,7.2.9.9,,No Relatório de Mapa de Vendas os filtros (Á Vista e Á Prazo) não estão funcionando. 
0003035,C Projeto GPFB,Estan,Tiago,[C Projeto GPFB]-[Cat] Configurações,2017-07-14,2017-08-09,fechado,A opção (27) na aba vendas das configurações do sistema não está funcionando corretamente.,,,"A opção (27) na aba vendas das configurações do sistema não está funcionando direito, pois
ao fazer uma venda que tenha produtos em atacado ou promoção e dar desconto na mesma, quando gera o relatório de comissão por vendedor, não há diferença nos valores, fazendo a venda com a mesma estando marcada ou não. "
0003023,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Cadastro de Produtos,2017-06-22,2017-07-26,fechado,Adicionar nova condição para promoções,7.2.9.9,,"Adicionar opção de Promoção por Período, com definição de datas de início e término, implica na alteração da venda e também do cadastro de produtos, e nas funções de verificação das promoções no DataModule, Agravante, possibilidade de problemas com as funções caso não avaliado da maneira correta, possível demora na construção devido ao número de estruturas e funções a serem alteradas"
0003031,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-07-03,2017-07-26,fechado,Inserir configuração de controle de  impressão de observações no pedido/orçamento,7.2.9.9,,"Criar Configuração para adicionar campo observação na impressão dos dados do cliente no pedido e orçamento, configuração deve ser adicionada à aba vendas, ""Exibir obs. do cliente na impressão do pedido/orçamento"""
0002592,C Projeto GPFB,Isaias,Ronaldo,[C Projeto GPFB]-[Cat] Cadastro Clientes,2016-04-18,2017-07-24,fechado,Erro no status do cliente com titulo em atrazo,7.2.8.9,,Cliente continuar como bloqueador mesmo depois de ser realizada a baixa nos títulos em atraso.
0003030,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-06-28,2017-07-21,fechado,Inserir apelido do cliente na impressão do pedido,7.2.9.9,,Inserir apelido do cliente na impressão do pedido ao final da venda sem ser necessário imprimir a ficha cadastral do cliente
0003028,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Vendas,2017-06-27,2017-07-21,fechado,Adicionar validação de crédito de cliente,7.2.9.9,,"Adicionar validação de limite de crédito de clientes para vendas a prazo ao final da venda, hoje o sistema realiza essa verificação apenas para no início da venda e durante o lançamento de produtos, caso o tipo de venda seja definido como a prazo no início da venda. Essa alteração servirá para que ao selecionar A Prazo no fim da venda o sistema apresente ao usuário mensagem informando se o valor daquela venda junto com o saldo devedor do cliente se encontra acima do limite do mesmo, função essa que já existe no lançamento dos itens da venda. Tem que verificar a permissão de Permitir venda a prazo para clientes com limites de crédito estourado "
0003037,M Projeto GPFB,Ronaldo,Ronaldo,[M Projeto GPFB]-[Cat] Contas a Receber,2017-07-20,2017-07-20,fechado,Adicionar permissão de usuário no contas a receber para baixar títulos em outro caixa,7.2.9.9,,a permissão deve bloquear baixas realizadas por usuários caixas em outros caixas
0003006,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Relatórios,2017-06-06,2017-07-20,fechado,"Adicionar novo modo de listagem com novos filtros ao relatório ""Relação de Compra"", adicionar novo campo ao cadastro de produtos",7.2.9.9,,"Adicionar novo campo ao cadastro de produtos onde será informada a quantidade máxima do produto, essa quantidade servirá para a melhoria do relatório, que consiste em adicionar um checkbox onde o usuário escolhe se o cálculo será realizado: 1 - com base na quantidade máxima do produto, 2 - com base na quantidade mínima
 
a segunda opção deixa o relatório da forma como ele está hoje 

caso as duas estejam marcadas indicará que o filtro que apresentará produtos será quando a quantidade mínima do produto for menor que a quantidade máxima subtraído o saldo do produto 

a primeira forma indica que não será utilizado filtro, apenas será adicionado um campo no relatório onde será presentada a quantidade que falta ser adquirida para completar o saldo do produto até a quantidade máxima, quantidade máxima subtraído o saldo do produto."
0003034,M Projeto GPFB,Ronaldo,Ronaldo,[M Projeto GPFB]-[Cat] Contas a Receber,2017-07-12,2017-07-20,fechado,Adicionar permissão de usuário no contas a receber,,,"Adicionar permissão de usuário ao contas a receber, permitir alterar data de vencimento de título com valor baixado"
0003021,M Projeto GPFB,Ronaldo,Tiago,[M Projeto GPFB]-[Cat] Entrada de Mercadoria,2017-06-20,2017-07-17,fechado,Relacionar produto com produto_fornecedor na importação XML,,,"Durante a importação do XML, ao verificar que existe no produto do XML o código de barras, verificar se esse mesmo código de barras existe cadastrado em algum produto do banco de dados, caso exista, apresentar ao usuário a possibilidade dele poder relacionar os dois, apenas informando o fator de conversão"
0003016,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Vendas,2017-06-13,2017-07-17,fechado,Duplicidade de lançamento de valores no fechamento da venda,7.2.9.8,,"Quando o usuário fecha a venda do tipo a vista e lança o recebimento com qualquer tipo de documento e fecha a venda normalmente, e depois entra na mesma venda e muda para a prazo, o sistema ao abrir a tela de formas de pagamento novamente, não exibe o valor informado anteriormente, o que permite ao usuário lançar outra forma de pagamento para a mesma venda sem que seja necessário excluir a forma informada anteriormente."
